Skills,Job,Country,n,mean
docker,Senior Data Engineer,Portugal,1.0,151925.0
docker,Senior Data Analyst,Portugal,1.0,114510.25
docker,Cloud Engineer,Poland,1.0,75087.0
docker,Senior Data Engineer,Netherlands,1.0,151925.0
docker,Data Scientist,Netherlands,1.0,162225.0
docker,Data Engineer,Ireland,1.0,100367.32
docker,Data Engineer,Hungary,1.0,137505.0
docker,Data Analyst,Greece,1.0,145131.635
docker,Software Engineer,Germany,1.0,91773.0
docker,Cloud Engineer,Germany,1.0,91773.0
docker,Business Analyst,France,1.0,91773.0
docker,Software Engineer,Finland,1.0,77250.0
docker,Senior Data Scientist,Finland,1.0,162225.0
docker,Senior Data Engineer,Finland,1.0,99676.19
docker,Machine Learning Engineer,Finland,1.0,170980.0
docker,Senior Data Engineer,Denmark,1.0,151925.0
docker,Machine Learning Engineer,Denmark,1.0,170980.0
docker,Data Scientist,Belgium,1.0,162225.0
docker,Data Engineer,Belgium,1.0,58401.0
django,Data Engineer,Spain,1.0,135527.4
django,Data Scientist,Hungary,1.0,162225.0
debian,Software Engineer,France,1.0,202395.0
dax,Senior Data Analyst,Sweden,1.0,114510.25
dax,Data Engineer,Spain,1.0,135527.4
dax,Software Engineer,Portugal,1.0,91773.0
dax,Senior Data Engineer,Portugal,1.0,159650.0
dax,Data Analyst,Portugal,1.0,114510.25
dax,Software Engineer,Poland,1.0,126690.0
dax,Senior Data Engineer,Poland,1.0,151925.0
dax,Data Analyst,Poland,1.0,74160.0
dax,Software Engineer,Netherlands,1.0,58401.0
dax,Data Engineer,Ireland,1.0,151925.0
dax,Data Analyst,Ireland,1.0,103515.0
dax,Data Analyst,Greece,1.0,75087.0
dax,Data Engineer,France,1.0,151925.0
dax,Business Analyst,Belgium,1.0,91773.0
datarobot,Machine Learning Engineer,Poland,1.0,87550.0
databricks,Senior Data Analyst,Sweden,1.0,114510.25
databricks,Data Scientist,Sweden,1.0,162225.0
databricks,Data Analyst,Sweden,1.0,114510.25
databricks,Senior Data Analyst,Spain,1.0,114510.25
databricks,Data Scientist,Romania,1.0,124630.0
databricks,Data Engineer,Romania,1.0,46350.0
databricks,Senior Data Engineer,Portugal,1.0,159650.0
databricks,Senior Data Scientist,Poland,1.0,162225.0
databricks,Senior Data Analyst,Poland,1.0,91773.0
databricks,Machine Learning Engineer,Poland,1.0,191580.0
databricks,Machine Learning Engineer,Netherlands,1.0,75087.0
databricks,Data Analyst,Netherlands,1.0,69010.0
databricks,Data Engineer,Italy,1.0,99676.19
databricks,Senior Data Engineer,Ireland,1.0,151925.0
databricks,Data Engineer,Ireland,1.0,99676.19
databricks,Data Analyst,Ireland,1.0,151925.0
databricks,Senior Data Scientist,Hungary,1.0,162225.0
databricks,Senior Data Scientist,Greece,1.0,162225.0
databricks,Senior Data Engineer,Greece,1.0,46350.0
databricks,Data Scientist,Greece,1.0,66766.145
databricks,Data Analyst,Greece,1.0,91773.0
databricks,Senior Data Scientist,Germany,1.0,151925.0
databricks,Data Analyst,Germany,1.0,114510.25
databricks,Cloud Engineer,Germany,1.0,91773.0
databricks,Software Engineer,France,1.0,45751.055
databricks,Machine Learning Engineer,France,1.0,58401.0
databricks,Machine Learning Engineer,Finland,1.0,191065.0
databricks,Data Analyst,Denmark,1.0,91773.0
css,Data Scientist,Spain,1.0,151925.0
css,Data Engineer,Spain,1.0,91773.0
css,Data Scientist,Romania,1.0,151925.0
css,Software Engineer,Portugal,1.0,97850.0
css,Data Analyst,Netherlands,1.0,76599.55500000001
css,Software Engineer,Italy,1.0,84975.0
css,Senior Data Analyst,Germany,1.0,114510.25
css,Machine Learning Engineer,France,1.0,108150.0
css,Data Analyst,Denmark,1.0,75087.0
css,Data Scientist,Belgium,1.0,162225.0
crystal,Data Engineer,Italy,1.0,99676.19
crystal,Data Analyst,Italy,1.0,103515.0
couchdb,Data Engineer,Greece,1.0,99676.19
couchdb,Data Engineer,France,1.0,151925.0
confluence,Software Engineer,Spain,1.0,161195.0
confluence,Senior Data Engineer,Spain,1.0,151925.0
confluence,Data Engineer,Spain,1.0,58401.0
confluence,Senior Data Engineer,Portugal,1.0,151925.0
confluence,Data Analyst,Ireland,1.0,151925.0
confluence,Data Scientist,Hungary,1.0,72100.0
confluence,Senior Data Engineer,Greece,1.0,46350.0
confluence,Data Engineer,Greece,1.0,123600.0
confluence,Data Analyst,Greece,1.0,114510.25
confluence,Business Analyst,Germany,1.0,129780.0
confluence,Senior Data Analyst,France,1.0,91773.0
confluence,Data Engineer,France,1.0,151925.0
confluence,Data Analyst,Denmark,1.0,75087.0
cognos,Data Engineer,Portugal,1.0,83275.5
cognos,Data Analyst,Portugal,1.0,52544.42
cognos,Data Analyst,Netherlands,1.0,91880.12
cognos,Software Engineer,Hungary,1.0,58401.0
cognos,Business Analyst,Germany,1.0,64890.0
chef,Cloud Engineer,Spain,1.0,129010.59
chef,Data Engineer,Netherlands,1.0,101231.49
chef,Senior Data Analyst,France,1.0,91773.0
chef,Data Engineer,France,1.0,151925.0
centos,Senior Data Engineer,Ireland,1.0,91773.0
cassandra,Data Scientist,Portugal,1.0,162225.0
cassandra,Data Engineer,Netherlands,1.0,91773.0
cassandra,Machine Learning Engineer,Greece,1.0,91773.0
cassandra,Senior Data Engineer,Germany,1.0,151925.0
cassandra,Business Analyst,France,1.0,114510.25
c++,Software Engineer,Spain,1.0,211150.0
c++,Senior Data Analyst,Romania,1.0,200335.0
c++,Software Engineer,Portugal,1.0,164800.0
c++,Machine Learning Engineer,Portugal,1.0,97172.775
c++,Data Scientist,Poland,1.0,136475.0
c++,Data Engineer,Poland,1.0,99676.19
c++,Data Analyst,Poland,1.0,101455.0
c++,Senior Data Scientist,Ireland,1.0,170980.0
c++,Senior Data Engineer,Ireland,1.0,160680.0
c++,Machine Learning Engineer,Ireland,1.0,75087.0
c++,Data Scientist,Hungary,1.0,72061.375
c++,Data Engineer,Hungary,1.0,137505.0
c++,Data Engineer,Greece,1.0,151925.0
c++,Data Engineer,Germany,1.0,99676.19
c++,Cloud Engineer,Germany,1.0,206000.0
c++,Software Engineer,France,1.0,45751.055
c++,Senior Data Analyst,France,1.0,161195.0
c++,Machine Learning Engineer,France,1.0,75087.0
c++,Data Engineer,France,1.0,99676.19
c++,Data Analyst,France,1.0,114510.25
c++,Software Engineer,Belgium,1.0,45751.055
c++,Machine Learning Engineer,Belgium,1.0,91773.0
c#,Data Engineer,Sweden,1.0,151925.0
c#,Senior Data Engineer,Romania,1.0,91773.0
c#,Data Engineer,Romania,1.0,101231.49
c#,Data Analyst,Portugal,1.0,59225.0
c#,Software Engineer,Poland,1.0,91773.0
c#,Senior Data Engineer,Poland,1.0,99676.19
c#,Software Engineer,Netherlands,1.0,191065.0
c#,Data Engineer,Netherlands,1.0,151925.0
c#,Data Analyst,Netherlands,1.0,101455.0
c#,Data Analyst,Italy,1.0,52544.42
c#,Data Engineer,Ireland,1.0,100367.32
c#,Data Engineer,Hungary,1.0,151925.0
c#,Software Engineer,Greece,1.0,58401.0
c#,Data Scientist,Greece,1.0,176254.63
c#,Data Engineer,Greece,1.0,99676.19
c#,Software Engineer,Germany,1.0,83275.5
c#,Senior Data Engineer,Germany,1.0,99676.19
c#,Data Engineer,Germany,1.0,99676.19
c#,Software Engineer,France,1.0,169950.0
c#,Data Scientist,France,1.0,72100.0
c#,Data Engineer,France,1.0,99676.19
c#,Data Engineer,Belgium,1.0,91773.0
c,Business Analyst,Spain,1.0,88992.0
c,Software Engineer,Romania,1.0,44496.0
c,Software Engineer,Portugal,1.0,164800.0
c,Software Engineer,Poland,1.0,91773.0
c,Machine Learning Engineer,Poland,1.0,145131.635
c,Data Scientist,Hungary,1.0,162225.0
c,Data Scientist,Greece,1.0,176254.63
c,Data Engineer,Greece,1.0,75087.0
c,Software Engineer,Germany,1.0,83275.5
c,Cloud Engineer,Germany,1.0,91773.0
c,Data Analyst,France,1.0,206000.0
c,Data Scientist,Belgium,1.0,162225.0
blazor,Software Engineer,Greece,1.0,58401.0
bitbucket,Data Engineer,Spain,1.0,161195.0
bitbucket,Machine Learning Engineer,Romania,1.0,91773.0
bitbucket,Senior Data Engineer,Portugal,1.0,151925.0
bitbucket,Data Engineer,Portugal,1.0,123600.0
bitbucket,Data Scientist,Greece,1.0,176254.63
bitbucket,Data Engineer,Germany,1.0,58401.0
bitbucket,Data Engineer,Belgium,1.0,91773.0
bigquery,Data Scientist,Sweden,1.0,83430.0
bigquery,Data Scientist,Spain,1.0,75087.0
bigquery,Data Analyst,Spain,1.0,91773.0
bigquery,Senior Data Analyst,Portugal,1.0,114510.25
bigquery,Senior Data Engineer,Poland,1.0,46350.0
bigquery,Senior Data Analyst,Poland,1.0,114510.25
bigquery,Data Analyst,Poland,1.0,114510.25
bigquery,Data Scientist,Netherlands,1.0,175692.25
bigquery,Senior Data Analyst,Italy,1.0,114510.25
bigquery,Senior Data Analyst,Hungary,1.0,91773.0
bigquery,Data Engineer,Hungary,1.0,138268.23
bigquery,Data Engineer,Greece,1.0,99676.19
bigquery,Data Analyst,Germany,1.0,171412.085
bigquery,Software Engineer,France,1.0,202395.0
bigquery,Senior Data Analyst,France,1.0,114510.25
bigquery,Data Scientist,France,1.0,162225.0
bigquery,Machine Learning Engineer,Finland,1.0,191065.0
bigquery,Data Analyst,Belgium,1.0,169950.0
bash,Data Engineer,Sweden,1.0,256470.0
bash,Data Engineer,Spain,1.0,91773.0
bash,Senior Data Engineer,Portugal,1.0,151925.0
bash,Data Engineer,Poland,1.0,91773.0
bash,Cloud Engineer,Poland,1.0,91773.0
bash,Data Engineer,Netherlands,1.0,91773.0
bash,Senior Data Scientist,Ireland,1.0,146775.0
bash,Data Analyst,Ireland,1.0,114510.25
bash,Machine Learning Engineer,Hungary,1.0,58401.0
bash,Cloud Engineer,Germany,1.0,91773.0
bash,Data Engineer,France,1.0,151925.0
azure,Software Engineer,Sweden,1.0,161195.0
azure,Business Analyst,Sweden,1.0,64890.0
azure,Senior Data Scientist,Spain,1.0,74679.12
azure,Senior Data Analyst,Spain,1.0,114510.25
azure,Data Analyst,Spain,1.0,97592.5
azure,Software Engineer,Romania,1.0,88992.0
azure,Senior Data Engineer,Romania,1.0,151925.0
azure,Machine Learning Engineer,Romania,1.0,91773.0
azure,Data Analyst,Romania,1.0,91773.0
azure,Data Analyst,Portugal,1.0,169950.0
azure,Senior Data Analyst,Poland,1.0,91773.0
azure,Data Analyst,Netherlands,1.0,182601.49
azure,Data Scientist,Italy,1.0,74160.0
azure,Data Analyst,Italy,1.0,105575.0
azure,Senior Data Analyst,Ireland,1.0,200335.0
azure,Data Scientist,Ireland,1.0,171412.085
azure,Senior Data Engineer,Hungary,1.0,151925.0
azure,Machine Learning Engineer,Hungary,1.0,58401.0
azure,Data Analyst,Hungary,1.0,159650.0
azure,Senior Data Engineer,Greece,1.0,46350.0
azure,Senior Data Scientist,Germany,1.0,231235.0
azure,Business Analyst,Germany,1.0,91773.0
azure,Software Engineer,France,1.0,45751.055
azure,Data Scientist,Finland,1.0,124695.92
azure,Data Engineer,Finland,1.0,99676.19
azure,Data Analyst,Finland,1.0,169950.0
azure,Machine Learning Engineer,Denmark,1.0,170980.0
azure,Data Scientist,Denmark,1.0,135506.80000000002
azure,Data Analyst,Denmark,1.0,91773.0
aws,Senior Data Scientist,Sweden,1.0,151925.0
aws,Data Analyst,Spain,1.0,83275.5
aws,Business Analyst,Spain,1.0,190550.0
aws,Software Engineer,Romania,1.0,88992.0
aws,Data Scientist,Romania,1.0,124630.0
aws,Software Engineer,Portugal,1.0,164800.0
aws,Data Analyst,Poland,1.0,169950.0
aws,Business Analyst,Poland,1.0,158105.0
aws,Senior Data Scientist,Netherlands,1.0,75087.0
aws,Data Analyst,Netherlands,1.0,182601.49
aws,Business Analyst,Netherlands,1.0,91773.0
aws,Machine Learning Engineer,Italy,1.0,91773.0
aws,Data Scientist,Italy,1.0,162225.0
aws,Data Analyst,Italy,1.0,105575.0
aws,Senior Data Scientist,Ireland,1.0,170980.0
aws,Senior Data Analyst,Ireland,1.0,200335.0
aws,Data Scientist,Ireland,1.0,171412.085
aws,Data Analyst,Ireland,1.0,103515.0
aws,Software Engineer,Hungary,1.0,83275.5
aws,Senior Data Scientist,Hungary,1.0,162225.0
aws,Senior Data Analyst,Hungary,1.0,91773.0
aws,Cloud Engineer,Hungary,1.0,91773.0
aws,Data Analyst,Greece,1.0,168695.46
aws,Business Analyst,Greece,1.0,75087.0
aws,Cloud Engineer,Germany,1.0,91773.0
aws,Business Analyst,Germany,1.0,91773.0
aws,Business Analyst,France,1.0,114510.25
aws,Software Engineer,Finland,1.0,77250.0
aws,Senior Data Scientist,Finland,1.0,162225.0
aws,Data Scientist,Finland,1.0,124695.92
aws,Senior Data Engineer,Denmark,1.0,151925.0
aws,Machine Learning Engineer,Denmark,1.0,170980.0
aws,Data Scientist,Denmark,1.0,135506.80000000002
aws,Data Engineer,Denmark,1.0,99676.19
aurora,Senior Data Engineer,Ireland,1.0,151925.0
atlassian,Software Engineer,Spain,1.0,161195.0
atlassian,Senior Data Scientist,Ireland,1.0,162225.0
atlassian,Machine Learning Engineer,Ireland,1.0,170980.0
atlassian,Data Engineer,Ireland,1.0,151925.0
atlassian,Data Analyst,Hungary,1.0,103515.0
atlassian,Data Analyst,Germany,1.0,105575.0
assembly,Data Engineer,Sweden,1.0,138268.23
assembly,Data Engineer,Portugal,1.0,91773.0
assembly,Data Engineer,Poland,1.0,91773.0
assembly,Business Analyst,Poland,1.0,91773.0
assembly,Data Engineer,Germany,1.0,91773.0
assembly,Data Analyst,France,1.0,59225.0
asp.net,Senior Data Engineer,Hungary,1.0,151925.0
asana,Software Engineer,Netherlands,1.0,91773.0
asana,Data Analyst,Ireland,1.0,151925.0
ansible,Cloud Engineer,Spain,1.0,129010.59
ansible,Software Engineer,Romania,1.0,88992.0
ansible,Software Engineer,Poland,1.0,91773.0
ansible,Senior Data Engineer,Poland,1.0,88992.0
ansible,Machine Learning Engineer,Netherlands,1.0,71070.0
ansible,Senior Data Engineer,Ireland,1.0,91773.0
ansible,Machine Learning Engineer,Hungary,1.0,58401.0
ansible,Data Scientist,France,1.0,58401.0
ansible,Data Analyst,France,1.0,91773.0
ansible,Business Analyst,France,1.0,91773.0
ansible,Data Engineer,Belgium,1.0,151925.0
angular,Data Scientist,Spain,1.0,151925.0
angular,Data Engineer,Spain,1.0,58401.0
angular,Data Analyst,Spain,1.0,114538.06
angular,Senior Data Analyst,Romania,1.0,114510.25
angular,Machine Learning Engineer,Poland,1.0,91773.0
angular,Software Engineer,Netherlands,1.0,191065.0
angular,Senior Data Engineer,Germany,1.0,91773.0
angular,Machine Learning Engineer,France,1.0,75087.0
alteryx,Data Scientist,Portugal,1.0,91773.0
alteryx,Data Engineer,Netherlands,1.0,100367.32
alteryx,Senior Data Scientist,Greece,1.0,75087.0
alteryx,Data Scientist,France,1.0,58401.0
alteryx,Data Analyst,France,1.0,108150.0
alteryx,Data Analyst,Finland,1.0,128750.0
alteryx,Data Engineer,Belgium,1.0,138268.23
airflow,Senior Data Scientist,Sweden,1.0,151925.0
airflow,Senior Data Engineer,Sweden,1.0,151925.0
airflow,Data Scientist,Sweden,1.0,83430.0
airflow,Senior Data Scientist,Spain,1.0,74679.12
airflow,Senior Data Analyst,Spain,1.0,114510.25
airflow,Data Scientist,Spain,1.0,126690.0
airflow,Senior Data Engineer,Romania,1.0,151925.0
airflow,Senior Data Engineer,Portugal,1.0,151925.0
airflow,Senior Data Analyst,Poland,1.0,114510.25
airflow,Business Analyst,Poland,1.0,91773.0
airflow,Data Scientist,Netherlands,1.0,162225.0
airflow,Data Engineer,Netherlands,1.0,180250.0
airflow,Data Analyst,Netherlands,1.0,114538.06
airflow,Senior Data Engineer,Ireland,1.0,151925.0
airflow,Machine Learning Engineer,Ireland,1.0,170980.0
airflow,Data Analyst,Ireland,1.0,151925.0
airflow,Senior Data Scientist,Hungary,1.0,91773.0
airflow,Senior Data Engineer,Hungary,1.0,151925.0
airflow,Senior Data Analyst,Hungary,1.0,91773.0
airflow,Machine Learning Engineer,Hungary,1.0,191065.0
airflow,Senior Data Engineer,Greece,1.0,46350.0
airflow,Machine Learning Engineer,Greece,1.0,104059.87
airflow,Machine Learning Engineer,Germany,1.0,170980.0
airflow,Senior Data Scientist,Finland,1.0,162225.0
airflow,Machine Learning Engineer,Finland,1.0,191065.0
airflow,Senior Data Engineer,Denmark,1.0,151925.0
airflow,Machine Learning Engineer,Denmark,1.0,170980.0
,Data Analyst,Sweden,,
,Software Engineer,Spain,,
,Senior Data Scientist,Spain,,
,Senior Data Engineer,Spain,,
,Machine Learning Engineer,Spain,,
,Data Scientist,Spain,,
,Data Engineer,Spain,,
,Data Analyst,Spain,,
,Business Analyst,Spain,,
,Senior Data Analyst,Romania,,
,Business Analyst,Romania,,
,Senior Data Scientist,Portugal,,
,Senior Data Engineer,Portugal,,
,Data Scientist,Portugal,,
,Data Engineer,Portugal,,
,Data Analyst,Portugal,,
,Software Engineer,Poland,,
,Senior Data Analyst,Poland,,
,Machine Learning Engineer,Poland,,
,Data Scientist,Poland,,
,Data Engineer,Poland,,
,Data Analyst,Poland,,
,Business Analyst,Poland,,
,Machine Learning Engineer,Netherlands,,
,Data Scientist,Netherlands,,
,Data Analyst,Netherlands,,
,Machine Learning Engineer,Italy,,
,Data Scientist,Italy,,
,Data Engineer,Italy,,
,Senior Data Analyst,Ireland,,
,Data Analyst,Ireland,,
,Data Engineer,Hungary,,
,Data Analyst,Hungary,,
,Data Analyst,Greece,,
,Business Analyst,Greece,,
,Senior Data Scientist,Germany,,
,Senior Data Engineer,Germany,,
,Senior Data Analyst,Germany,,
,Machine Learning Engineer,Germany,,
,Data Scientist,Germany,,
,Data Engineer,Germany,,
,Data Analyst,Germany,,
,Software Engineer,France,,
,Senior Data Engineer,France,,
,Machine Learning Engineer,France,,
,Data Scientist,France,,
,Data Engineer,France,,
,Data Analyst,France,,
,Business Analyst,France,,
,Data Scientist,Finland,,
,Data Analyst,Finland,,
,Senior Data Engineer,Denmark,,
,Machine Learning Engineer,Denmark,,
,Data Scientist,Denmark,,
,Senior Data Scientist,Belgium,,
,Machine Learning Engineer,Belgium,,
,Data Scientist,Belgium,,
,Data Engineer,Belgium,,
,Business Analyst,Belgium,,
