country,job,param,aval,parameter
Denmark,Senior Data Engineer,col2,151 (0),COL2
Finland,Data Analyst,col2,111 (40),COL2
Finland,Data Engineer,col2,96 (4),COL2
Finland,Data Scientist,col2,120 (32),COL2
Finland,Machine Learning Engineer,col2,149 (43),COL2
Finland,Senior Data Analyst,col2,110 (6),COL2
Finland,Senior Data Engineer,col2,103 (6),COL2
Finland,Senior Data Scientist,col2,126 (50),COL2
Finland,Software Engineer,col2,77 (0),COL2
France,Business Analyst,col2,83 (35),COL2
France,Cloud Engineer,col2,109 (0),COL2
France,Data Analyst,col2,84 (34),COL2
France,Data Engineer,col2,119 (34),COL2
France,Data Scientist,col2,102 (41),COL2
France,Machine Learning Engineer,col2,93 (37),COL2
France,Senior Data Analyst,col2,107 (25),COL2
France,Senior Data Engineer,col2,139 (25),COL2
France,Senior Data Scientist,col2,146 (31),COL2
France,Software Engineer,col2,131 (62),COL2
Germany,Business Analyst,col2,81 (27),COL2
Germany,Cloud Engineer,col2,123 (56),COL2
Germany,Data Analyst,col2,104 (41),COL2
Germany,Data Engineer,col2,134 (40),COL2
Germany,Data Scientist,col2,120 (47),COL2
Germany,Machine Learning Engineer,col2,117 (53),COL2
Germany,Senior Data Analyst,col2,102 (19),COL2
Germany,Senior Data Engineer,col2,131 (30),COL2
Germany,Senior Data Scientist,col2,153 (34),COL2
Germany,Software Engineer,col2,93 (44),COL2
Greece,Business Analyst,col2,68 (5),COL2
Greece,Data Analyst,col2,115 (41),COL2
Greece,Data Engineer,col2,100 (33),COL2
Greece,Data Scientist,col2,100 (31),COL2
Greece,Machine Learning Engineer,col2,119 (37),COL2
Greece,Senior Data Engineer,col2,46 (0),COL2
Greece,Senior Data Scientist,col2,117 (54),COL2
Greece,Software Engineer,col2,93 (39),COL2
Hungary,Cloud Engineer,col2,91 (0),COL2
Hungary,Data Analyst,col2,90 (32),COL2
Hungary,Data Engineer,col2,136 (21),COL2
Hungary,Data Scientist,col2,100 (38),COL2
Hungary,Machine Learning Engineer,col2,112 (63),COL2
Hungary,Senior Data Analyst,col2,90 (2),COL2
Hungary,Senior Data Engineer,col2,151 (0),COL2
Hungary,Senior Data Scientist,col2,115 (40),COL2
Hungary,Software Engineer,col2,73 (17),COL2
Ireland,Data Analyst,col2,106 (40),COL2
Ireland,Data Engineer,col2,133 (27),COL2
Ireland,Data Scientist,col2,114 (45),COL2
Ireland,Machine Learning Engineer,col2,139 (44),COL2
Ireland,Senior Data Analyst,col2,132 (63),COL2
Ireland,Senior Data Engineer,col2,143 (25),COL2
Ireland,Senior Data Scientist,col2,162 (11),COL2
Ireland,Software Engineer,col2,91 (0),COL2
Italy,Business Analyst,col2,44 (0),COL2
Italy,Data Analyst,col2,76 (27),COL2
Italy,Data Engineer,col2,115 (26),COL2
Italy,Data Scientist,col2,99 (38),COL2
Italy,Machine Learning Engineer,col2,91 (16),COL2
Italy,Senior Data Analyst,col2,106 (13),COL2
Italy,Senior Data Scientist,col2,85 (19),COL2
Italy,Software Engineer,col2,96 (16),COL2
Netherlands,Business Analyst,col2,88 (22),COL2
Netherlands,Data Analyst,col2,101 (34),COL2
Netherlands,Data Engineer,col2,110 (25),COL2
Netherlands,Data Scientist,col2,139 (32),COL2
Netherlands,Machine Learning Engineer,col2,130 (54),COL2
Netherlands,Senior Data Analyst,col2,114 (0),COL2
Netherlands,Senior Data Engineer,col2,141 (28),COL2
Netherlands,Senior Data Scientist,col2,129 (47),COL2
Netherlands,Software Engineer,col2,113 (69),COL2
Poland,Business Analyst,col2,90 (30),COL2
Poland,Cloud Engineer,col2,104 (61),COL2
Poland,Data Analyst,col2,90 (30),COL2
Poland,Data Engineer,col2,121 (41),COL2
Poland,Data Scientist,col2,124 (40),COL2
Poland,Machine Learning Engineer,col2,115 (39),COL2
Poland,Senior Data Analyst,col2,110 (12),COL2
Poland,Senior Data Engineer,col2,102 (41),COL2
Poland,Senior Data Scientist,col2,136 (33),COL2
Poland,Software Engineer,col2,95 (22),COL2
Portugal,Business Analyst,col2,72 (12),COL2
Portugal,Data Analyst,col2,96 (31),COL2
Portugal,Data Engineer,col2,125 (27),COL2
Portugal,Data Scientist,col2,136 (34),COL2
Portugal,Machine Learning Engineer,col2,145 (46),COL2
Portugal,Senior Data Analyst,col2,114 (0),COL2
Portugal,Senior Data Engineer,col2,122 (45),COL2
Portugal,Senior Data Scientist,col2,129 (39),COL2
Portugal,Software Engineer,col2,121 (38),COL2
Romania,Business Analyst,col2,83 (0),COL2
Romania,Cloud Engineer,col2,58 (0),COL2
Romania,Data Analyst,col2,76 (25),COL2
Romania,Data Engineer,col2,106 (36),COL2
Romania,Data Scientist,col2,112 (37),COL2
Romania,Machine Learning Engineer,col2,144 (45),COL2
Romania,Senior Data Analyst,col2,129 (48),COL2
Romania,Senior Data Engineer,col2,121 (42),COL2
Romania,Software Engineer,col2,133 (79),COL2
Spain,Business Analyst,col2,114 (58),COL2
Spain,Cloud Engineer,col2,93 (35),COL2
Spain,Data Analyst,col2,94 (24),COL2
Spain,Data Engineer,col2,120 (35),COL2
Spain,Data Scientist,col2,96 (33),COL2
Spain,Machine Learning Engineer,col2,116 (51),COL2
Spain,Senior Data Analyst,col2,110 (8),COL2
Spain,Senior Data Engineer,col2,127 (36),COL2
Spain,Senior Data Scientist,col2,143 (60),COL2
Spain,Software Engineer,col2,106 (58),COL2
Sweden,Business Analyst,col2,85 (25),COL2
Sweden,Data Analyst,col2,100 (22),COL2
Sweden,Data Engineer,col2,136 (58),COL2
Sweden,Data Scientist,col2,137 (34),COL2
Sweden,Machine Learning Engineer,col2,133 (45),COL2
Sweden,Senior Data Analyst,col2,93 (36),COL2
Sweden,Senior Data Engineer,col2,151 (0),COL2
Sweden,Senior Data Scientist,col2,175 (22),COL2
Sweden,Software Engineer,col2,161 (0),COL2
Belgium,Business Analyst,n,5,N
Denmark,Business Analyst,n,,N
Finland,Business Analyst,n,,N
France,Business Analyst,n,3,N
Germany,Business Analyst,n,11,N
Greece,Business Analyst,n,3,N
Hungary,Business Analyst,n,,N
Ireland,Business Analyst,n,,N
Italy,Business Analyst,n,1,N
Netherlands,Business Analyst,n,3,N
Poland,Business Analyst,n,8,N
Portugal,Business Analyst,n,3,N
Romania,Business Analyst,n,1,N
Spain,Business Analyst,n,5,N
Sweden,Business Analyst,n,7,N
Belgium,Cloud Engineer,n,,N
Denmark,Cloud Engineer,n,,N
Finland,Cloud Engineer,n,,N
France,Cloud Engineer,n,1,N
Germany,Cloud Engineer,n,7,N
Greece,Cloud Engineer,n,,N
Hungary,Cloud Engineer,n,1,N
Ireland,Cloud Engineer,n,,N
Italy,Cloud Engineer,n,,N
Netherlands,Cloud Engineer,n,,N
Poland,Cloud Engineer,n,6,N
Portugal,Cloud Engineer,n,,N
Romania,Cloud Engineer,n,1,N
Spain,Cloud Engineer,n,3,N
Sweden,Cloud Engineer,n,,N
Belgium,Data Analyst,n,20,N
Denmark,Data Analyst,n,5,N
Finland,Data Analyst,n,5,N
France,Data Analyst,n,50,N
Germany,Data Analyst,n,48,N
Greece,Data Analyst,n,16,N
Hungary,Data Analyst,n,18,N
Ireland,Data Analyst,n,19,N
Italy,Data Analyst,n,11,N
Netherlands,Data Analyst,n,20,N
Poland,Data Analyst,n,43,N
Portugal,Data Analyst,n,37,N
Romania,Data Analyst,n,12,N
Spain,Data Analyst,n,30,N
Sweden,Data Analyst,n,9,N
Belgium,Data Engineer,n,11,N
Denmark,Data Engineer,n,2,N
Finland,Data Engineer,n,5,N
France,Data Engineer,n,62,N
Germany,Data Engineer,n,39,N
Greece,Data Engineer,n,24,N
Hungary,Data Engineer,n,13,N
Ireland,Data Engineer,n,9,N
Italy,Data Engineer,n,12,N
Netherlands,Data Engineer,n,23,N
Poland,Data Engineer,n,46,N
Portugal,Data Engineer,n,30,N
Romania,Data Engineer,n,6,N
Spain,Data Engineer,n,35,N
Sweden,Data Engineer,n,8,N
Belgium,Data Scientist,n,8,N
Denmark,Data Scientist,n,7,N
Finland,Data Scientist,n,4,N
France,Data Scientist,n,57,N
Germany,Data Scientist,n,41,N
Greece,Data Scientist,n,12,N
Hungary,Data Scientist,n,13,N
Ireland,Data Scientist,n,6,N
Italy,Data Scientist,n,12,N
Netherlands,Data Scientist,n,17,N
Poland,Data Scientist,n,29,N
Portugal,Data Scientist,n,22,N
Romania,Data Scientist,n,7,N
Spain,Data Scientist,n,20,N
Sweden,Data Scientist,n,7,N
Belgium,Machine Learning Engineer,n,7,N
Denmark,Machine Learning Engineer,n,2,N
Finland,Machine Learning Engineer,n,4,N
France,Machine Learning Engineer,n,17,N
Germany,Machine Learning Engineer,n,39,N
Greece,Machine Learning Engineer,n,14,N
Hungary,Machine Learning Engineer,n,5,N
Ireland,Machine Learning Engineer,n,5,N
Italy,Machine Learning Engineer,n,3,N
Netherlands,Machine Learning Engineer,n,12,N
Poland,Machine Learning Engineer,n,23,N
Portugal,Machine Learning Engineer,n,14,N
Romania,Machine Learning Engineer,n,3,N
Spain,Machine Learning Engineer,n,16,N
Sweden,Machine Learning Engineer,n,3,N
Belgium,Senior Data Analyst,n,,N
Denmark,Senior Data Analyst,n,,N
Finland,Senior Data Analyst,n,3,N
France,Senior Data Analyst,n,12,N
Germany,Senior Data Analyst,n,15,N
Greece,Senior Data Analyst,n,,N
Hungary,Senior Data Analyst,n,2,N
Ireland,Senior Data Analyst,n,3,N
Italy,Senior Data Analyst,n,3,N
Netherlands,Senior Data Analyst,n,1,N
Poland,Senior Data Analyst,n,9,N
Portugal,Senior Data Analyst,n,4,N
Romania,Senior Data Analyst,n,4,N
Spain,Senior Data Analyst,n,9,N
Sweden,Senior Data Analyst,n,3,N
Belgium,Senior Data Engineer,n,1,N
Denmark,Senior Data Engineer,n,2,N
Finland,Senior Data Engineer,n,2,N
France,Senior Data Engineer,n,15,N
Germany,Senior Data Engineer,n,26,N
Greece,Senior Data Engineer,n,1,N
Hungary,Senior Data Engineer,n,3,N
Ireland,Senior Data Engineer,n,6,N
Italy,Senior Data Engineer,n,,N
Netherlands,Senior Data Engineer,n,5,N
Poland,Senior Data Engineer,n,9,N
Portugal,Senior Data Engineer,n,5,N
Romania,Senior Data Engineer,n,2,N
Spain,Senior Data Engineer,n,11,N
Sweden,Senior Data Engineer,n,6,N
Belgium,Senior Data Scientist,n,3,N
Denmark,Senior Data Scientist,n,,N
Finland,Senior Data Scientist,n,2,N
France,Senior Data Scientist,n,9,N
Germany,Senior Data Scientist,n,21,N
Greece,Senior Data Scientist,n,6,N
Hungary,Senior Data Scientist,n,3,N
Ireland,Senior Data Scientist,n,4,N
Italy,Senior Data Scientist,n,3,N
Netherlands,Senior Data Scientist,n,3,N
Poland,Senior Data Scientist,n,12,N
Portugal,Senior Data Scientist,n,11,N
Romania,Senior Data Scientist,n,,N
Spain,Senior Data Scientist,n,7,N
Sweden,Senior Data Scientist,n,3,N
Belgium,Software Engineer,n,2,N
Denmark,Software Engineer,n,,N
Finland,Software Engineer,n,1,N
France,Software Engineer,n,11,N
Germany,Software Engineer,n,10,N
Greece,Software Engineer,n,6,N
Hungary,Software Engineer,n,4,N
Ireland,Software Engineer,n,1,N
Italy,Software Engineer,n,2,N
Netherlands,Software Engineer,n,3,N
Poland,Software Engineer,n,15,N
Portugal,Software Engineer,n,5,N
Romania,Software Engineer,n,4,N
Spain,Software Engineer,n,8,N
Sweden,Software Engineer,n,1,N
